"sel","_id","gc","length","METABAT__22-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","2164","0.5482","12841","1.9149","no-hit","no-hit","c_000001573328"
"","2165","0.5333","11501","1.7814","no-hit","no-hit","c_000000955780"
"","2166","0.5305","14014","9.676","Eukaryota","Haptophyta","c_000004905602"
"","2167","0.5318","2563","77.867","no-hit","no-hit","c_000000410361"
"","2168","0.5222","8121","2.1356","Eukaryota","Haptophyta","c_000000543390"
"","2170","0.5542","6496","3.9874","no-hit","no-hit","c_000003508133"
"","2171","0.6122","7777","1.592","Eukaryota","Haptophyta","c_000003190327"
"","2172","0.517","9501","3.4646","Eukaryota","Haptophyta","c_000000546538"
"","2173","0.5316","11274","1.7769","Eukaryota","Haptophyta","c_000000361985"
"","2174","0.5021","6588","2.0891","no-hit","no-hit","c_000001384799"
"","2175","0.6044","2882","1.1301","no-hit","no-hit","c_000000775428"
"","2176","0.4898","3726","1.223","no-hit","no-hit","c_000002515318"
"","2177","0.5462","7986","1.7183","no-hit","no-hit","c_000000663124"
"","2178","0.5361","9083","2.6473","Eukaryota","Haptophyta","c_000000708988"
"","2179","0.5168","18659","2.8226","Eukaryota","Haptophyta","c_000000306123"
"","2180","0.5639","10234","9.533","no-hit","no-hit","c_000003550602"
"","2181","0.5543","5822","1.989","Eukaryota","Oomycota","c_000000689237"
"","2182","0.5234","8794","2.3327","Eukaryota","Haptophyta","c_000001473370"
"","2183","0.5243","13504","1.5528","Eukaryota","Eukaryota-undef","c_000002121061"
"","2184","0.5359","3021","1.5644","no-hit","no-hit","c_000002415906"
"","2185","0.5977","2657","0.9014","no-hit","no-hit","c_000000862401"
"","2186","0.5617","3879","1.8546","Eukaryota","Haptophyta","c_000002233006"
"","2187","0.5213","8675","37.5832","Eukaryota","Haptophyta","c_000003295998"
"","2188","0.5198","10608","3.9465","Eukaryota","Haptophyta","c_000000611184"
"","2189","0.5226","4089","1.4153","Eukaryota","Haptophyta","c_000001941353"
"","2190","0.5285","5014","2.5628","Eukaryota","Haptophyta","c_000003008355"
"","2191","0.5832","2673","2.4373","no-hit","no-hit","c_000002581597"
"","2193","0.443","5242","2.0454","no-hit","no-hit","c_000001449296"
"","2194","0.4852","4027","6.7869","no-hit","no-hit","c_000003033855"
"","2195","0.5389","3587","4.1609","no-hit","no-hit","c_000003413055"
"","2196","0.5653","11111","7.8834","Eukaryota","Haptophyta","c_000000358484"
"","2197","0.5469","6058","1.5949","no-hit","no-hit","c_000003017775"
"","2198","0.5083","14209","7.1707","Eukaryota","Haptophyta","c_000000272129"
"","2199","0.5415","16328","3.9323","Eukaryota","Haptophyta","c_000004217043"
"","2200","0.4943","5990","2.1805","no-hit","no-hit","c_000000853786"
"","2201","0.587","3148","1.1233","no-hit","no-hit","c_000002830271"
"","2202","0.4957","5978","3.7946","no-hit","no-hit","c_000003662803"
"","2203","0.5223","3318","8.7372","no-hit","no-hit","c_000001961255"
"","2204","0.5595","5632","5.9764","Eukaryota","Haptophyta","c_000001917547"
"","2205","0.5022","7272","1.8786","Eukaryota","Haptophyta","c_000000338498"
"","2206","0.515","5117","6.8997","no-hit","no-hit","c_000002135504"
"","2207","0.5796","6441","1.1006","no-hit","no-hit","c_000004412957"
"","2208","0.4867","6372","6.1268","no-hit","no-hit","c_000000966468"
"","2209","0.5048","3885","2.4317","no-hit","no-hit","c_000003110065"
"","2210","0.5291","3370","1.5668","no-hit","no-hit","c_000005227569"
"","2211","0.5718","5700","1.4782","Eukaryota","Haptophyta","c_000000412092"
"","2212","0.5297","6443","2.3068","no-hit","no-hit","c_000000281771"
"","2213","0.5881","3166","1.5755","Eukaryota","Haptophyta","c_000000576153"
"","2214","0.5432","5140","2.7021","no-hit","no-hit","c_000001032064"
"","2215","0.5636","3343","1.3299","Eukaryota","Haptophyta","c_000001063197"
"","2216","0.5547","3110","1.5932","no-hit","no-hit","c_000005036747"
"","2217","0.5165","3524","1.8598","no-hit","no-hit","c_000005153752"
"","2218","0.5365","7620","1.4818","no-hit","no-hit","c_000001932565"
"","2219","0.5671","5133","0.9977","Eukaryota","Haptophyta","c_000002427574"
"","2220","0.5832","6123","2.1743","no-hit","no-hit","c_000000782700"
"","2221","0.5398","8665","1.6477","no-hit","no-hit","c_000004480103"
"","2222","0.53","5955","1.9092","no-hit","no-hit","c_000002602120"
"","2224","0.5055","5976","2.2632","no-hit","no-hit","c_000002545085"
"","2225","0.554","12416","2.4529","no-hit","no-hit","c_000003749426"
"","2226","0.5024","3318","2.544","Eukaryota","Haptophyta","c_000000315833"
"","2227","0.5543","3745","3.9455","no-hit","no-hit","c_000001228115"
"","2228","0.5061","15056","2.453","Eukaryota","Eukaryota-undef","c_000002309128"
"","2229","0.5156","4131","4.5231","Eukaryota","Haptophyta","c_000005250026"
"","2230","0.5296","6480","1.8228","no-hit","no-hit","c_000001275220"
"","2231","0.5386","5150","1.4666","Eukaryota","Haptophyta","c_000003571690"
"","2232","0.5105","5540","3.2179","Eukaryota","Haptophyta","c_000002772765"
"","2233","0.5622","4788","0.9595","Eukaryota","Haptophyta","c_000004758942"
"","2234","0.5301","5789","2.0404","no-hit","no-hit","c_000000231557"
"","2235","0.5138","8783","1.5642","Eukaryota","Haptophyta","c_000000082752"
"","2236","0.5568","3741","1.4975","Eukaryota","Haptophyta","c_000003845153"
"","2237","0.5506","8200","4.4671","no-hit","no-hit","c_000000694064"
"","2238","0.604","3106","0.6513","Eukaryota","Haptophyta","c_000004787797"
"","2239","0.5335","5962","2.5247","no-hit","no-hit","c_000002897431"
"","2240","0.5239","5520","2.4424","no-hit","no-hit","c_000001460254"
"","2241","0.5592","4079","4.621","Eukaryota","Haptophyta","c_000001186559"
"","2242","0.5299","7799","0.6426","Eukaryota","Haptophyta","c_000003061029"
"","2243","0.5544","2563","1.691","no-hit","no-hit","c_000000691126"
"","2244","0.5888","9712","7.5823","Eukaryota","Eukaryota-undef","c_000001941289"
"","2245","0.5348","5329","1.6031","no-hit","no-hit","c_000002912951"
"","2246","0.5476","4710","1.4512","no-hit","no-hit","c_000005459973"
"","2247","0.5233","8403","1.4409","Eukaryota","Haptophyta","c_000001769650"
"","2248","0.548","9150","1.8259","Eukaryota","Haptophyta","c_000002085254"
"","2249","0.5601","11568","4.1578","no-hit","no-hit","c_000001060947"
"","2250","0.4918","3831","1.5594","no-hit","no-hit","c_000001795928"
"","2251","0.5129","12683","3.8034","Eukaryota","Eukaryota-undef","c_000004392683"
"","2252","0.5323","3316","3.0317","Eukaryota","Haptophyta","c_000001232398"
"","2253","0.5711","5771","1.4361","no-hit","no-hit","c_000000849362"
"","2254","0.5315","4395","1.7131","no-hit","no-hit","c_000001355256"
"","2255","0.5179","4167","2.8059","no-hit","no-hit","c_000000295031"
"","2256","0.4893","4116","54.8564","Eukaryota","Haptophyta","c_000000177412"
"","2257","0.5564","4705","0.6627","no-hit","no-hit","c_000003484948"
"","2258","0.5724","3148","2.2386","Eukaryota","Haptophyta","c_000001141275"
"","2259","0.5373","5559","2.1822","no-hit","no-hit","c_000002041479"
"","2260","0.5646","2749","1.4136","no-hit","no-hit","c_000003931126"
"","2261","0.5392","10620","1.4417","Eukaryota","Haptophyta","c_000004244087"
"","2262","0.6086","8360","1.2998","no-hit","no-hit","c_000002803028"
"","2263","0.572","6670","1.0933","no-hit","no-hit","c_000001011356"
"","2264","0.5725","3041","1.0967","no-hit","no-hit","c_000004408132"
"","2265","0.525","12829","6.7872","Eukaryota","Haptophyta","c_000001645852"
"","2266","0.506","3755","2.3515","no-hit","no-hit","c_000000848946"
"","2267","0.5689","4549","1.0064","no-hit","no-hit","c_000000505606"
"","2268","0.5383","13230","2.3085","Eukaryota","Haptophyta","c_000000885749"
"","2269","0.5631","4692","1.114","no-hit","no-hit","c_000000483045"
"","2270","0.5326","11083","8.4905","Eukaryota","Haptophyta","c_000004586923"
"","2271","0.5714","4288","1.7437","no-hit","no-hit","c_000004485530"
"","2272","0.5123","6164","1.5436","Eukaryota","Haptophyta","c_000004561550"
"","2273","0.4951","3080","30.9838","Eukaryota","Echinodermata","c_000001491661"
"","2274","0.5336","7800","1.9647","no-hit","no-hit","c_000002300055"
"","2275","0.5442","5004","1.4688","Eukaryota","Haptophyta","c_000001475738"
"","2276","0.4894","9148","1.7614","Eukaryota","Haptophyta","c_000000824452"
"","2277","0.58","2700","10.0952","no-hit","no-hit","c_000004723061"
"","2278","0.5287","7078","2.6962","Eukaryota","Haptophyta","c_000001730519"
"","2279","0.4871","11989","1.6869","no-hit","no-hit","c_000005466452"
"","2280","0.5095","10389","4.1152","Eukaryota","Haptophyta","c_000002037459"
"","2281","0.5564","3814","0.9982","no-hit","no-hit","c_000000719863"
"","2282","0.4881","14562","1.9091","Eukaryota","Haptophyta","c_000001725267"
"","2283","0.5375","13413","5.4258","Eukaryota","Bacillariophyta","c_000002074061"
"","2284","0.5722","3481","7.5375","no-hit","no-hit","c_000000760135"
"","2285","0.5076","6432","2.9431","no-hit","no-hit","c_000002417165"
"","2286","0.476","5034","2.09","no-hit","no-hit","c_000002778014"
"","2287","0.575","3755","2.4056","no-hit","no-hit","c_000004645090"
"","2288","0.5467","4070","1.2418","Eukaryota","Eukaryota-undef","c_000005371982"
"","2289","0.5252","4204","1.1591","no-hit","no-hit","c_000002036304"
"","2290","0.5304","6619","2.5218","no-hit","no-hit","c_000000123663"
"","2291","0.5695","5696","1.7644","no-hit","no-hit","c_000000874629"
"","2292","0.5083","4198","1.9435","Eukaryota","Haptophyta","c_000001588722"
"","2293","0.5307","12441","4.4448","Eukaryota","Haptophyta","c_000003352444"
"","2294","0.5041","9548","4.6814","no-hit","no-hit","c_000002365245"
"","2295","0.572","4306","1.8024","Eukaryota","Haptophyta","c_000003331511"
"","2296","0.5299","11015","1.7658","no-hit","no-hit","c_000002479901"
"","2297","0.4912","4318","11.5079","Eukaryota","Chordata","c_000002252331"
"","2298","0.5682","7322","7.5281","no-hit","no-hit","c_000004276609"
"","2299","0.5775","7712","1.7213","no-hit","no-hit","c_000002634536"
"","2300","0.4976","4094","5.6392","no-hit","no-hit","c_000004495874"
"","2301","0.5638","9537","15.505","Eukaryota","Haptophyta","c_000003725083"
"","2302","0.4917","4230","2.6546","Eukaryota","Haptophyta","c_000004596901"
"","2303","0.5504","7066","1.5123","no-hit","no-hit","c_000005295044"
"","2304","0.5183","14026","2.475","Eukaryota","Haptophyta","c_000002686304"
"","2305","0.5145","4480","8.5522","Eukaryota","Haptophyta","c_000000137028"
"","2306","0.4959","4035","1.7244","no-hit","no-hit","c_000004564994"
"","2307","0.5752","2672","1.4079","no-hit","no-hit","c_000002486277"
"","2308","0.4514","3024","28.8287","no-hit","no-hit","c_000003649455"
"","2309","0.5973","5011","1.7041","no-hit","no-hit","c_000002049382"
"","2310","0.5079","3979","2.517","no-hit","no-hit","c_000004737713"
"","2311","0.5361","5570","4.9314","no-hit","no-hit","c_000000167816"
"","2312","0.4832","3462","1.957","no-hit","no-hit","c_000001132422"
"","2313","0.5177","3850","5.0704","Eukaryota","Haptophyta","c_000003051920"
"","2314","0.5565","3087","0.7418","no-hit","no-hit","c_000000282224"
"","2315","0.5205","7189","2.0334","Eukaryota","Haptophyta","c_000001717782"
"","2316","0.5267","10430","1.5772","Eukaryota","Haptophyta","c_000000130671"
"","2318","0.4879","3398","2.613","Eukaryota","Haptophyta","c_000000590996"
"","2319","0.5056","7746","2.3231","Eukaryota","Haptophyta","c_000000218381"
"","2320","0.4856","6929","1.5714","no-hit","no-hit","c_000004296649"
"","2321","0.5493","4455","4.3084","Eukaryota","Haptophyta","c_000001491689"
"","2322","0.5184","6478","2.0357","no-hit","no-hit","c_000000387527"
"","2323","0.5464","4019","2.0717","no-hit","no-hit","c_000001124547"
"","2324","0.5284","4824","1.9117","no-hit","no-hit","c_000000486939"
"","2326","0.5633","4131","1.0269","Eukaryota","Haptophyta","c_000001080408"
"","2327","0.5637","3841","1.0245","no-hit","no-hit","c_000001466579"
"","2328","0.5444","5981","1.268","no-hit","no-hit","c_000002669116"
"","2329","0.5728","4202","1.7349","Eukaryota","Haptophyta","c_000003648546"
"","2330","0.4988","6283","1.3782","Eukaryota","Haptophyta","c_000003243475"
"","2331","0.5559","4862","1.3908","no-hit","no-hit","c_000004312514"
"","2333","0.4724","5571","2.0607","no-hit","no-hit","c_000004675505"
"","2334","0.5088","9408","3.9834","Eukaryota","Haptophyta","c_000001286935"
"","2335","0.48","3325","1.3089","no-hit","no-hit","c_000002480360"
"","2336","0.5534","6037","1.1517","no-hit","no-hit","c_000000363335"
"","2337","0.5175","4740","2.0065","Eukaryota","Haptophyta","c_000004569997"
"","2338","0.5221","13621","3.2974","no-hit","no-hit","c_000001174116"
"","2339","0.5513","6483","3.3432","no-hit","no-hit","c_000002004990"
"","2340","0.5066","3324","10.4359","Eukaryota","Echinodermata","c_000003314744"
"","2341","0.5588","4023","0.8745","no-hit","no-hit","c_000003375611"
"","2342","0.5272","3185","1.1692","no-hit","no-hit","c_000001253049"
"","2343","0.5646","5227","15.4117","no-hit","no-hit","c_000003552066"
"","2344","0.5458","9797","4.0566","Eukaryota","Haptophyta","c_000000270295"
"","2345","0.5132","4595","2.2046","no-hit","no-hit","c_000001404635"
"","2346","0.5189","5610","1.5381","no-hit","no-hit","c_000000655251"
"","2347","0.4996","4832","1.6877","no-hit","no-hit","c_000001612051"
"","2348","0.5396","7539","1.5686","no-hit","no-hit","c_000002847979"
"","2349","0.5773","4495","1.8432","no-hit","no-hit","c_000000322414"
"","2350","0.5463","3502","2.271","no-hit","no-hit","c_000002946951"
"","2351","0.4895","8952","2.075","Eukaryota","Haptophyta","c_000004309272"
"","2352","0.5134","3931","1.2579","no-hit","no-hit","c_000002364659"
"","2353","0.5249","3467","1.6028","no-hit","no-hit","c_000001278311"
"","2354","0.5676","5072","9.0623","no-hit","no-hit","c_000004002780"
"","2355","0.5385","7198","8.4357","Eukaryota","Haptophyta","c_000002095935"
"","2356","0.5467","6157","3.0393","Eukaryota","Haptophyta","c_000003692674"
"","2357","0.527","7103","2.2754","no-hit","no-hit","c_000002184987"
"","2358","0.4935","7445","14.5745","no-hit","no-hit","c_000004883376"
"","2359","0.5633","7214","6.7151","no-hit","no-hit","c_000002241305"
"","2360","0.5044","4094","3.3627","Eukaryota","Haptophyta","c_000000263692"
"","2361","0.5601","4565","1.6094","no-hit","no-hit","c_000000800116"
"","2362","0.5416","3831","2.2281","Eukaryota","Haptophyta","c_000000171594"
"","2363","0.5422","2936","40.5766","no-hit","no-hit","c_000002856957"
"","2364","0.5801","5003","1.7206","Eukaryota","Haptophyta","c_000004918354"
"","2365","0.5174","4853","2.9775","no-hit","no-hit","c_000000994311"
"","2366","0.5366","7778","6.9571","Eukaryota","Haptophyta","c_000000959654"
"","2367","0.5508","3751","2.0531","Eukaryota","Haptophyta","c_000001039826"
"","2368","0.5121","2804","0.7407","Eukaryota","Haptophyta","c_000001077573"
"","2369","0.5224","8396","32.8879","Eukaryota","Haptophyta","c_000000208713"
"","2370","0.5819","4590","1.3453","no-hit","no-hit","c_000001560114"
"","2371","0.5632","4890","0.8483","no-hit","no-hit","c_000005481558"
"","2372","0.5324","8636","3.2743","Eukaryota","Haptophyta","c_000002010897"
"","2373","0.5096","8799","2.9123","Eukaryota","Haptophyta","c_000004433907"
"","2374","0.5423","2720","1.3415","no-hit","no-hit","c_000004989566"
"","2375","0.5122","10534","1.6599","no-hit","no-hit","c_000002357057"
"","2376","0.571","3606","1.3148","no-hit","no-hit","c_000000389097"
"","2377","0.5434","4779","2.0412","Eukaryota","Chlorophyta","c_000001614464"
"","2378","0.5032","4392","4.7607","Eukaryota","Haptophyta","c_000001414655"
"","2379","0.6157","5881","5.4533","no-hit","no-hit","c_000003270013"
"","2380","0.5271","3151","6.2533","no-hit","no-hit","c_000004665992"
"","2381","0.5364","6902","1.9942","no-hit","no-hit","c_000003534703"
"","2382","0.5103","2618","0.7746","no-hit","no-hit","c_000001907267"
"","2383","0.5431","8004","4.9733","Eukaryota","Haptophyta","c_000001069374"
"","2384","0.4854","3257","1.5158","no-hit","no-hit","c_000004656043"
"","2385","0.5408","5318","1.7187","Eukaryota","Haptophyta","c_000000410499"
"","2386","0.5461","7475","1.0063","Eukaryota","Ascomycota","c_000005503059"
"","2387","0.4975","5719","1.8912","Eukaryota","Haptophyta","c_000002531795"
"","2388","0.5079","7635","5.1974","Eukaryota","Haptophyta","c_000002395855"
"","2389","0.5083","7007","2.0669","Eukaryota","Haptophyta","c_000000290218"
"","2390","0.5926","4698","1.3493","no-hit","no-hit","c_000001201530"
"","2391","0.5014","6494","3.4527","no-hit","no-hit","c_000001363431"
"","2392","0.4769","6907","3.0347","Eukaryota","Haptophyta","c_000003914893"
"","2393","0.5699","3711","14.8839","no-hit","no-hit","c_000003216914"
"","2394","0.4862","7530","3.2592","no-hit","no-hit","c_000003501265"
"","2395","0.5295","6790","1.7031","Eukaryota","Haptophyta","c_000004575296"
"","2396","0.5076","8322","3.1426","no-hit","no-hit","c_000001555695"
"","2397","0.4919","4824","2.8669","no-hit","no-hit","c_000002564195"
"","2398","0.5967","2866","22.5977","no-hit","no-hit","c_000003384409"
"","2399","0.5747","4627","1.3681","no-hit","no-hit","c_000003867800"
"","2400","0.5499","5332","1.4188","no-hit","no-hit","c_000003417926"
"","2401","0.5629","10156","1.537","no-hit","no-hit","c_000003731368"
"","2402","0.4923","2994","2.492","no-hit","no-hit","c_000000585529"
"","2403","0.5263","3682","1.352","no-hit","no-hit","c_000000757166"
"","2404","0.5852","7496","4.2101","Eukaryota","Haptophyta","c_000004972528"
"","2405","0.5268","6378","8.4824","no-hit","no-hit","c_000001128949"
"","2406","0.4914","5529","1.8924","Eukaryota","Haptophyta","c_000000991914"
"","2407","0.495","9579","1.6218","Eukaryota","Haptophyta","c_000004578813"
"","2408","0.5175","4462","2.6302","Eukaryota","Haptophyta","c_000003785688"
"","2409","0.4948","3345","1.5886","Eukaryota","Chlorophyta","c_000001839009"
"","2410","0.4912","9610","2.2242","Eukaryota","Haptophyta","c_000001315767"
"","2411","0.5172","4430","1.4578","no-hit","no-hit","c_000001421033"
"","2412","0.5561","11051","3.4758","Eukaryota","Haptophyta","c_000001999088"
"","2413","0.5557","6311","0.967","no-hit","no-hit","c_000002323538"
"","2414","0.5441","10256","7.6093","Eukaryota","Haptophyta","c_000002675912"
"","2415","0.5573","9971","1.9299","Eukaryota","Haptophyta","c_000000436494"
